radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,address
LTE,222,1,11268,128014338,0,9.172897339,45.45936584,1000,1,1,1436379801,1436379801,0,"Via Ariberto, 20, 20123 Milano MI, Italy"
LTE,222,1,11268,128035075,0,9.166030884,45.45661926,1000,1,1,1436379801,1436379801,0,"Via Montevideo, 20144 Milano MI, Italy"
LTE,222,1,11271,128035075,0,9.166030884,45.46073914,1000,1,1,1443799605,1443799605,0,"Viale Papiniano, 12, 20123 Milano MI, Italy"
LTE,222,1,11300,128049921,0,9.104232788,45.48408508,1000,1,1,1426081430,1426081430,0,"Via Cascina Bellaria, 94, 20151 Milano MI, Italy"
LTE,222,1,11300,128003842,0,9.135818481,45.49232483,1000,1,1,1430371704,1430371704,0,"Via Francesco de Lemene, 37, 20151 Milano MI, Italy"
LTE,222,1,11269,128257029,0,9.172897339,45.48408508,1000,1,1,1444566413,1444566413,0,"Via Giulio Cesare Procaccini, 18, 20154 Milano MI, Italy"
LTE,222,1,11269,128034817,0,9.145431519,45.48545837,1000,1,1,1442280228,1442280228,0,"Via Ignazio Gardella, 20149 Milano MI, Italy"
LTE,222,1,11300,128049666,0,9.128952026,45.48545837,1000,1,1,1443549834,1443549834,0,"Via Carlo Osma, 2, 20151 Milano MI, Italy"
LTE,222,1,11271,128013315,0,9.152297974,45.45661926,1000,1,1,1437135092,1437135092,0,"Viale Misurata, 27, 20146 Milano MI, Italy"
LTE,222,1,11269,128213510,0,9.159164429,45.48408508,1000,1,1,1444650288,1444650288,0,"Via Arona, 2, 20149 Milano MI, Italy"
LTE,222,1,11270,128275462,0,9.137191772,45.46211243,1000,1,1,1438316526,1438316526,0,"Piazzale Giovanni delle Bande Nere, 8, 20146 Milano MI, Italy"
LTE,222,1,11271,128225026,0,9.172897339,45.47172546,1000,1,1,1444107017,1444107017,0,"Viale Pietro e Maria Curie, 7110, 20123 Milano MI, Italy"
LTE,222,1,11300,80533642,0,9.10697937,45.51841736,1000,1,1,1434763410,1434763410,0,"Viale 24, 20157 Milano MI, Italy"
LTE,222,1,11269,128257026,0,9.172897339,45.48408508,1000,1,1,1444650288,1444650288,0,"Via Giulio Cesare Procaccini, 18, 20154 Milano MI, Italy"
LTE,222,1,11300,128049671,0,9.128952026,45.50468445,1000,1,1,1444090931,1444090931,0,"Via Sapri, 83, 20156 Milano MI, Italy"
LTE,222,1,11269,128020226,0,9.163284302,45.4813385,1000,1,1,1444107017,1444107017,0,"Via Trebazio, 4, 20145 Milano MI, Italy"
LTE,222,1,11300,128222983,0,9.150924683,45.50880432,1000,1,1,1443158421,1443158421,0,"Via Dante Chiasserini, 103, 20157 Milano MI, Italy"
LTE,222,1,11300,128129294,0,9.123458862,45.47859192,1000,1,1,1428883367,1428883367,0,"Via dei Piccolomini, 3, 20151 Milano MI, Italy"
LTE,222,1,11300,128207619,0,9.123458862,45.51292419,1000,1,1,1429674363,1429674363,0,"Via Giorgio Stephenson, 76, 20157 Milano MI, Italy"
LTE,222,1,11300,128222978,0,9.145431519,45.50193787,1000,1,1,1445399691,1445399691,0,"Via C. Marcello (Villapizzone), 20156 Milano MI, Italy"
LTE,222,1,11300,128163587,0,9.122085571,45.49919128,1000,1,1,1428971557,1428971557,0,"Via Privata Grosio, 10, 20151 Milano MI, Italy"
LTE,222,1,11300,128231169,0,9.102859497,45.52116394,1000,1,1,1439354768,1439354768,0,"Via Cristina Belgioioso, 165, 20157 Milano MI, Italy"
LTE,222,1,11300,128242435,0,9.098739624,45.51429749,1000,1,1,1443798712,1443798712,0,"Cascina Merlata, Milano MI, Italy"
LTE,222,1,11300,128230146,0,9.108352661,45.51429749,1000,1,1,1435962312,1435962312,0,"Via Triboniano, 242, 20157 Milano MI, Italy"
LTE,222,1,11300,128231171,0,9.100112915,45.52391052,1000,1,1,1444038878,1444038878,0,"Via Cristina Belgioioso, 173, 20157 Milano MI, Italy"
LTE,222,1,11300,128230145,0,9.113845825,45.51567078,1000,1,1,1435962312,1435962312,0,"Zona Stephenson, Milano MI, Italy"
LTE,222,1,11300,128249345,0,9.111099243,45.4964447,1000,1,1,1444157186,1444157186,0,"Via Giacomo Quarenghi, 23, 20151 Milano MI, Italy"
LTE,222,1,11301,128219919,0,9.105606079,45.51841736,1000,1,1,1444544850,1444544850,0,"Cardo, 20157 Milano MI, Italy"
LTE,222,1,11300,128258052,0,9.126205444,45.50468445,1000,1,1,1435962312,1435962312,0,"Via Sapri, 89, 20156 Milano MI, Italy"
LTE,222,1,11300,128258563,0,9.115219116,45.51841736,1000,1,1,1436326785,1436326785,0,"Via Cristina Belgioioso, 14, 20157 Milano MI, Italy"
LTE,222,1,11300,128242441,0,9.098739624,45.51429749,1000,1,1,1432690052,1432690052,0,"Cascina Merlata, Milano MI, Italy"
LTE,222,1,11300,128242433,0,9.102859497,45.51429749,1000,1,1,1444711040,1444711040,0,"Cascina Merlata, Milano MI, Italy"
LTE,222,1,11302,128256258,0,9.130325317,45.50468445,1000,1,1,1444721815,1444721815,0,"Via Sapri, 64, 20156 Milano MI, Italy"
LTE,222,1,11302,128229122,0,9.113845825,45.51567078,1000,1,1,1444908907,1444908907,0,"Zona Stephenson, Milano MI, Italy"
LTE,222,1,11302,128256259,0,9.131698608,45.50743103,1000,1,1,1445399691,1445399691,0,"Via Antonio Mambretti, 9, 20157 Milano MI, Italy"
LTE,222,1,11301,128258050,0,9.130325317,45.49919128,1000,1,1,1444650265,1444650265,0,"Viale Certosa, 7174, 20151 Milano MI, Italy"
LTE,222,1,11302,128258049,0,9.128952026,45.50468445,1000,1,1,1440130896,1440130896,0,"Via Sapri, 83, 20156 Milano MI, Italy"
LTE,222,1,11302,128291078,0,9.135818481,45.50331116,1000,1,1,1444650265,1444650265,0,"Via Mario Pannunzio, 12, 20156 Milano MI, Italy"
LTE,222,1,11302,128220431,0,9.113845825,45.51704407,1000,1,1,1440839433,1440839433,0,"Unnamed Road, 20157 Milano MI, Italy"
LTE,222,1,11302,128230146,0,9.108352661,45.51429749,1000,1,1,1442056604,1442056604,0,"Via Triboniano, 242, 20157 Milano MI, Italy"
LTE,222,1,11302,128220420,0,9.105606079,45.51979065,1000,1,1,1442807296,1442807296,0,"Viale 21, 20157 Milano MI, Italy"
LTE,222,1,11303,128161538,0,9.072647095,45.48820496,1000,1,1,1442663550,1442663550,0,"Via Turbigo Via Novara, 20153 Milano MI, Italy"
LTE,222,1,11303,128003843,0,9.130325317,45.50605774,1000,1,1,1442312564,1442312564,0,"Via Alassio, 10, 20156 Milano MI, Italy"
LTE,222,1,11303,128222985,0,9.130325317,45.50605774,1000,1,1,1442280228,1442280228,0,"Via Alassio, 10, 20156 Milano MI, Italy"
LTE,222,1,11484,128013315,0,9.148178101,45.46211243,1000,1,1,1433958181,1433958181,0,"Viale Ergisto Bezzi, 73, 20146 Milano MI, Italy"
LTE,222,1,11484,128082179,0,9.150924683,45.47447205,1000,1,1,1434281949,1434281949,0,"Via Monte Bianco, 2, 20149 Milano MI, Italy"
LTE,222,1,11604,128174339,0,9.149551392,45.40992737,1000,1,1,1433224127,1433224127,0,"Via del Bosco Rinnovato, 6, 20090 Milano MI, Italy"
LTE,222,1,11612,128049922,0,9.117965698,45.47584534,1000,1,1,1442156028,1442156028,0,"Via Monte Baldo, 15, 20153 Milano MI, Italy"
LTE,222,1,11612,128222983,0,9.155044556,45.51704407,1000,1,1,1435749845,1435749845,0,"Via Bovisasca Via El Alamein, 20157 Milano MI, Italy"
LTE,222,1,11620,128055049,0,9.075393677,45.46211243,1000,1,1,1435991251,1435991251,0,"Via S. Fermo, 10, 20153 Milano MI, Italy"
LTE,222,1,11612,128008962,0,9.152297974,45.4662323,1000,1,1,1442384494,1442384494,0,"Via Asti, 18, 20149 Milano MI, Italy"
LTE,222,1,11620,128202760,0,9.112472534,45.44700623,1000,1,1,1436446731,1436446731,0,"Via Anna Kuliscioff, 32, 20152 Milano MI, Italy"
LTE,222,1,11620,128234242,0,9.123458862,45.44288635,1000,1,1,1448459583,1448459583,0,"Via Pietro Giordani, 46, 20147 Milano MI, Italy"
LTE,222,1,11620,128272133,0,9.133071899,45.44975281,1000,1,1,1447455625,1447455625,0,"Via delle Rose, 26, 20147 Milano MI, Italy"
LTE,222,1,11620,128303876,0,9.124832153,45.46073914,1000,1,1,1450361084,1450361084,0,"Via Giovanni Labus, 13, 20147 Milano MI, Italy"
LTE,222,1,11620,128291587,0,9.104232788,45.45936584,1000,1,1,1442906894,1442906894,0,"Via delle Forze Armate, 279, 20152 Milano MI, Italy"
LTE,222,1,11300,128163586,0,9.130325317,45.49781799,1000,1,1,1430371692,1430371692,0,"Via Gallarate, 139, 20151 Milano MI, Italy"
LTE,222,1,11300,128153346,0,9.10697937,45.5115509,1000,1,1,1436408935,1436408935,0,"Cascina Merlata, Milano MI, Italy"
LTE,222,1,11301,128160515,0,9.101486206,45.52116394,1000,1,1,1439565138,1439565138,0,"Viale 15, 20157 Milano MI, Italy"
LTE,222,1,11300,128256260,0,9.135818481,45.51567078,1000,1,1,1436364169,1436364169,0,"Via Lessona Via Satta, 20157 Milano MI, Italy"
LTE,222,1,11301,128229637,0,9.105606079,45.51841736,1000,1,1,1445399691,1445399691,0,"Cardo, 20157 Milano MI, Italy"
LTE,222,1,11300,128256258,0,9.133071899,45.50605774,1000,1,1,1436364991,1436364991,0,"Via Ermenegildo Cantoni, 24, 20156 Milano MI, Italy"
LTE,222,1,11300,128249350,0,9.109725952,45.50056458,1000,1,1,1432823491,1432823491,0,"Via Castellanza, 8, 20151 Milano MI, Italy"
LTE,222,1,11301,128230149,0,9.108352661,45.51429749,1000,1,1,1444711033,1444711033,0,"Via Triboniano, 242, 20157 Milano MI, Italy"
LTE,222,1,11300,128258053,0,9.131698608,45.49781799,1000,1,1,1435909469,1435909469,0,"Via Lucilio Gaio, 11, 20151 Milano MI, Italy"
LTE,222,1,11302,128258052,0,9.126205444,45.51017761,1000,1,1,1438316526,1438316526,0,"Via Giorgio Stephenson, 43A, 20157 Milano MI, Italy"
LTE,222,1,11303,128003842,0,9.135818481,45.49232483,1000,1,1,1442312564,1442312564,0,"Via Francesco de Lemene, 37, 20151 Milano MI, Italy"
LTE,222,1,11302,128258053,0,9.130325317,45.49919128,1000,1,1,1442312564,1442312564,0,"Viale Certosa, 7174, 20151 Milano MI, Italy"
LTE,222,1,11302,128003842,0,9.135818481,45.4964447,1000,1,1,1443147850,1443147850,0,"Viale Certosa, 165, 20151 Milano MI, Italy"
LTE,222,1,11302,128036099,0,9.123458862,45.49919128,1000,1,1,1442280228,1442280228,0,"Via Privata Grosio, 3, 20151 Milano MI, Italy"
LTE,222,1,11302,128256262,0,9.128952026,45.50880432,1000,1,1,1444650265,1444650265,0,"Via Giorgio Stephenson, 160, 20157 Milano MI, Italy"
LTE,222,1,11302,128291076,0,9.139938354,45.50056458,1000,1,1,1444107017,1444107017,0,"Piazzale Santorre di Santarosa, 4, 20156 Milano MI, Italy"
LTE,222,1,11303,128049666,0,9.128952026,45.48957825,1000,1,1,1438316526,1438316526,0,"Via Giulio Natta, 20151 Milano MI, Italy"
LTE,222,1,11303,128161551,0,9.067153931,45.49095154,1000,1,1,1440076898,1440076898,0,"Via Molinetto, 53, 20153 Milano MI, Italy"
LTE,222,1,11484,128005123,0,9.175643921,45.46897888,1000,1,1,1430281276,1430281276,0,"Via Pietro Paleocapa, 3, 20123 Milano MI, Italy"
LTE,222,1,11303,128161549,0,9.067153931,45.49781799,1000,1,1,1444715642,1444715642,0,"SPexSS11, 20153 Milano MI, Italy"
LTE,222,1,11612,128222979,0,9.13444519,45.50468445,1000,1,1,1436364991,1436364991,0,"Via Angelo Brunetti, 13, 20156 Milano MI, Italy"
LTE,222,1,11612,128003842,0,9.135818481,45.49507141,1000,1,1,1435909326,1435909326,0,"Via Giovanni della Casa, 2, 20151 Milano MI, Italy"
LTE,222,1,11612,128222985,0,9.128952026,45.50468445,1000,1,1,1435369700,1435369700,0,"Via Sapri, 83, 20156 Milano MI, Italy"
LTE,222,1,11620,128055048,0,9.105606079,45.46897888,1000,1,1,1433779532,1433779532,0,"Via Pompeo Marchesi, 53, 20153 Milano MI, Italy"
LTE,222,1,11620,128000515,0,9.128952026,45.45249939,1000,1,1,1442156144,1442156144,0,"Via dei Gigli, 117, 20147 Milano MI, Italy"
LTE,222,1,11616,128245249,0,9.2552948,45.49507141,1000,1,1,1434594244,1434594244,0,"Viale Turchia, 20134 Milano MI, Italy"
LTE,222,1,11612,128036098,0,9.139938354,45.49095154,1000,1,1,1435298759,1435298759,0,"Tunnel Gattamelata, 20151 Milano MI, Italy"
LTE,222,1,11620,128019457,0,9.115219116,45.4662323,1000,1,1,1436825008,1436825008,0,"Via Cardinale Tosi, 7, 20152 Milano MI, Italy"
LTE,222,1,11612,128038403,0,9.119338989,45.47721863,1000,1,1,1442049828,1442049828,0,"San Siro Stadio M5, 20151 Milano MI, Italy"
LTE,222,1,11620,128291589,0,9.116592407,45.45661926,1000,1,1,1450361062,1450361062,0,"Via Zurigo, 28, 20147 Milano MI, Italy"
LTE,222,1,11621,128165379,0,9.078140259,45.4662323,1000,1,1,1450771117,1450771117,0,"Via Budrio, 44, 20153 Milano MI, Italy"
LTE,222,1,11621,128202761,0,9.078140259,45.43876648,1000,1,1,1449722813,1449722813,0,"Via Ferdinando Magellano, 12, 20090 Milano MI, Italy"
LTE,222,1,11620,128256006,0,9.100112915,45.4662323,1000,1,1,1433779532,1433779532,0,"Via Bonaventura Broggini, 30, 20152 Milano MI, Italy"
LTE,222,1,11621,128165391,0,9.082260132,45.48820496,1000,1,1,1441231485,1441231485,0,"Via Lucio Cornelio Silla, 20153 Milano MI, Italy"
LTE,222,1,11621,128055042,0,9.091873169,45.45387268,1000,1,1,1446480204,1446480204,0,"Via Benozzo Gozzoli, 93, 20152 Milano MI, Italy"
LTE,222,1,11620,128256003,0,9.097366333,45.46485901,1000,1,1,1433779532,1433779532,0,"Via Bonaventura Broggini, 20152 Milano MI, Italy"
LTE,222,1,11620,128303877,0,9.127578735,45.45936584,1000,1,1,1450347693,1450347693,0,"Viale Legioni Romane, 54, 20147 Milano MI, Italy"
LTE,222,1,11621,128046850,0,9.086380005,45.46760559,1000,1,1,1450620271,1450620271,0,"Via Q.to Romano Via Budrio, 20153 Milano MI, Italy"
LTE,222,1,11301,128036099,0,9.130325317,45.4964447,1000,1,1,1443888241,1443888241,0,"Mi-Vle Del Ghisallo-Ferm Bus69, 20151 Milano MI, Italy"
LTE,222,1,11300,128242434,0,9.105606079,45.50880432,1000,1,1,1440385401,1440385401,0,"Cascina Merlata, Milano MI, Italy"
LTE,222,1,11300,128256261,0,9.131698608,45.50605774,1000,1,1,1435303807,1435303807,0,"Via Alassio, 10, 20156 Milano MI, Italy"
LTE,222,1,11300,128249348,0,9.108352661,45.50056458,1000,1,1,1443412211,1443412211,0,"Via Appennini Via Quarenghi, 20151 Milano MI, Italy"
LTE,222,1,11300,128230657,0,9.102859497,45.51841736,1000,1,1,1445399691,1445399691,0,"Viale 19, 20157 Milano MI, Italy"
LTE,222,1,11301,128036098,0,9.139938354,45.48957825,1000,1,1,1443888237,1443888237,0,"Viale Achille Papa, 30, 20129 Milano MI, Italy"
LTE,222,1,11300,128256259,0,9.130325317,45.5115509,1000,1,1,1436190773,1436190773,0,"Via Antonio Aldini, 77, 20157 Milano MI, Italy"
LTE,222,1,11302,128256261,0,9.13444519,45.50605774,1000,1,1,1444650265,1444650265,0,"Via Triboniano, 9, 20156 Milano MI, Italy"
LTE,222,1,11302,128243974,0,9.123458862,45.51429749,1000,1,1,1445399691,1445399691,0,"Via Giovanni Battista Grassi, 19, 20157 Milano MI, Italy"
LTE,222,1,11302,128258050,0,9.131698608,45.4964447,1000,1,1,1440054861,1440054861,0,"Via Magreglio, 3, 20151 Milano MI, Italy"
LTE,222,1,11302,128036097,0,9.128952026,45.50468445,1000,1,1,1442280228,1442280228,0,"Via Sapri, 83, 20156 Milano MI, Italy"
LTE,222,1,11302,128153349,0,9.111099243,45.51292419,1000,1,1,1442588000,1442588000,0,"Via Giorgio Stephenson, 107, 20157 Milano MI, Italy"
LTE,222,1,11302,128230149,0,9.113845825,45.51292419,1000,1,1,1442215668,1442215668,0,"Via Giorgio Stephenson, 103, 20157 Milano MI, Italy"
LTE,222,1,11303,128049672,0,9.137191772,45.47859192,1000,1,1,1442049828,1442049828,0,"Via degli Odescalchi, 24, 20148 Milano MI, Italy"
LTE,222,1,11303,128222977,0,9.150924683,45.51017761,1000,1,1,1437136655,1437136655,0,"Via Dante Chiasserini, 101, 20157 Milano MI, Italy"
LTE,222,1,11303,128222978,0,9.14680481,45.50331116,1000,1,1,1443104542,1443104542,0,"Via Michele Pericle Negrotto, 31, 20157 Milano MI, Italy"
LTE,222,1,11612,128007427,0,9.128952026,45.49507141,1000,1,1,1431005657,1431005657,0,"Via Fabrizio Quattrocchi, 22, 20151 Milano MI, Italy"
LTE,222,1,11612,128049928,0,9.115219116,45.47447205,1000,1,1,1442049828,1442049828,0,"Via Privata Bernabò Visconti, 8, 20153 Milano MI, Italy"
LTE,222,1,11612,128009218,0,9.133071899,45.50605774,1000,1,1,1433958181,1433958181,0,"Via Ermenegildo Cantoni, 24, 20156 Milano MI, Italy"
LTE,222,1,11612,128163587,0,9.109725952,45.50056458,1000,1,1,1432823490,1432823490,0,"Via Castellanza, 8, 20151 Milano MI, Italy"
LTE,222,1,11612,128049927,0,9.102859497,45.48271179,1000,1,1,1438881783,1438881783,0,"Via Cascina Bellaria, 90, 20153 Milano MI, Italy"
LTE,222,1,11620,128000513,0,9.130325317,45.45524597,1000,1,1,1441282253,1441282253,0,"Via Degli Anemoni Via Primaticcio, 20147 Milano MI, Italy"
LTE,222,1,11612,128222978,0,9.148178101,45.50468445,1000,1,1,1436364991,1436364991,0,"Via Michele Pericle Negrotto, 52, 20157 Milano MI, Italy"
LTE,222,1,11612,128222977,0,9.150924683,45.51017761,1000,1,1,1435749845,1435749845,0,"Via Dante Chiasserini, 101, 20157 Milano MI, Italy"
LTE,222,1,11620,128233475,0,9.256668091,45.47172546,1000,1,1,1436019924,1436019924,0,"Via Arcangelo Corelli, 71, 20134 Milano MI, Italy"
LTE,222,1,11620,128215809,0,9.130325317,45.44151306,1000,1,1,1447527601,1447527601,0,"Via Lodovico Il Moro, 153, 20142 Milano MI, Italy"
LTE,222,1,11621,128055041,0,9.089126587,45.47996521,1000,1,1,1448860361,1448860361,0,"Via S. Romanello 41, 49, 20153 Milano MI, Italy"
LTE,222,1,11621,128046857,0,9.080886841,45.46073914,1000,1,1,1450347693,1450347693,0,"Via Cusago, 80, 20153 Milano MI, Italy"
LTE,222,1,11300,128161551,0,9.068527222,45.49095154,1000,1,1,1436354704,1436354704,0,"Via Novara, 560, 20153 Milano MI, Italy"
LTE,222,1,11300,128049922,0,9.12071228,45.47447205,1000,1,1,1428676383,1428676383,0,"Via Val Poschiavina, 8, 20153 Milano MI, Italy"
LTE,222,1,11300,128229633,0,9.10697937,45.51979065,1000,1,1,1434259627,1434259627,0,"Cardo, 20157 Milano MI, Italy"
LTE,222,1,11301,128229636,0,9.105606079,45.51979065,1000,1,1,1444716122,1444716122,0,"Viale 21, 20157 Milano MI, Italy"
LTE,222,1,11300,128230658,0,9.098739624,45.51429749,1000,1,1,1445399691,1445399691,0,"Cascina Merlata, Milano MI, Italy"
LTE,222,1,11300,128229637,0,9.10697937,45.51979065,1000,1,1,1436297994,1436297994,0,"Cardo, 20157 Milano MI, Italy"
LTE,222,1,11300,128229638,0,9.102859497,45.52116394,1000,1,1,1434985539,1434985539,0,"Via Cristina Belgioioso, 165, 20157 Milano MI, Italy"
LTE,222,1,11300,128258050,0,9.130325317,45.49781799,1000,1,1,1435303807,1435303807,0,"Via Gallarate, 139, 20151 Milano MI, Italy"
LTE,222,1,11301,128229634,0,9.105606079,45.51979065,1000,1,1,1445399691,1445399691,0,"Viale 21, 20157 Milano MI, Italy"
LTE,222,1,11300,128242439,0,9.104232788,45.51429749,1000,1,1,1443891705,1443891705,0,"Via Triboniano, 20157 Milano MI, Italy"
LTE,222,1,11301,128036097,0,9.131698608,45.50331116,1000,1,1,1444228303,1444228303,0,"Via Montefeltro, 6/B, 20156 Milano MI, Italy"
LTE,222,1,11300,128256262,0,9.128952026,45.51017761,1000,1,1,1435303807,1435303807,0,"Via Giovanni Gentile, 1, 20157 Milano MI, Italy"
LTE,222,1,11300,128258049,0,9.126205444,45.50193787,1000,1,1,1435016723,1435016723,0,"Viale Certosa, 272, 20156 Milano MI, Italy"
LTE,222,1,11302,128291075,0,9.130325317,45.50605774,1000,1,1,1444721815,1444721815,0,"Via Alassio, 10, 20156 Milano MI, Italy"
LTE,222,1,11303,128161537,0,9.068527222,45.49919128,1000,1,1,1444727730,1444727730,0,"A50, 20153 Milano MI, Italy"
LTE,222,1,11302,128153346,0,9.109725952,45.51292419,1000,1,1,1443891705,1443891705,0,"Via Triboniano, 220, 20157 Milano MI, Italy"
LTE,222,1,11303,128003841,0,9.139938354,45.49919128,1000,1,1,1441199443,1441199443,0,"Viale Carlo Espinasse, 95, 20156 Milano MI, Italy"
LTE,222,1,11301,128258053,0,9.130325317,45.49781799,1000,1,1,1444721815,1444721815,0,"Via Gallarate, 139, 20151 Milano MI, Italy"
LTE,222,1,11303,128049665,0,9.130325317,45.49369812,1000,1,1,1442312564,1442312564,0,"Viale Alcide de Gasperi, 4, 20151 Milano MI, Italy"
LTE,222,1,11484,128005122,0,9.179763794,45.46897888,1000,1,1,1434520004,1434520004,0,"Piazza Castello, 20121 Milano MI, Italy"
LTE,222,1,11484,128014338,0,9.172897339,45.46211243,1000,1,1,1432871925,1432871925,0,"Via Giosuè Carducci, 38, 20123 Milano MI, Italy"
LTE,222,1,11303,128211463,0,9.06578064,45.50331116,1000,1,1,1441169803,1441169803,0,"A50, 20153 Milano MI, Italy"
LTE,222,1,11484,128005121,0,9.177017212,45.47309875,1000,1,1,1433779532,1433779532,0,"Viale Alessandro Petőfi, 20121 Milano MI, Italy"
LTE,222,1,11303,128222979,0,9.130325317,45.50193787,1000,1,1,1442312564,1442312564,0,"Via del Ghisallo P.le ai Laghi, 20156 Milano MI, Italy"
LTE,222,1,11616,128245250,0,9.2552948,45.48683167,1000,1,1,1434880729,1434880729,0,"Via Rombon (Sacro Cuore), 20134 Milano MI, Italy"
LTE,222,1,11620,128055041,0,9.100112915,45.46760559,1000,1,1,1433779532,1433779532,0,"Via Pompeo Marchesi, 75, 20153 Milano MI, Italy"
LTE,222,1,11612,128049672,0,9.139938354,45.47859192,1000,1,1,1436461133,1436461133,0,"Viale Federico Caprilli, 13, 20148 Milano MI, Italy"
LTE,222,1,11612,128049665,0,9.131698608,45.49507141,1000,1,1,1435909326,1435909326,0,"Via Inverigo, 14, 20151 Milano MI, Italy"
LTE,222,1,11620,128000514,0,9.116592407,45.46211243,1000,1,1,1441254525,1441254525,0,"Via Olivieri Via F.ze Armate, 20152 Milano MI, Italy"
LTE,222,1,11612,128036097,0,9.127578735,45.50331116,1000,1,1,1436364991,1436364991,0,"Via Privata Cefalonia, 10, 20156 Milano MI, Italy"
LTE,222,1,11612,128003843,0,9.133071899,45.50331116,1000,1,1,1436364991,1436364991,0,"Via Angelo Brunetti, 21, 20156 Milano MI, Italy"
LTE,222,1,11612,128049666,0,9.133071899,45.48271179,1000,1,1,1433779532,1433779532,0,"Via Diomede, 15, 20148 Milano MI, Italy"
LTE,222,1,11612,128222984,0,9.148178101,45.50331116,1000,1,1,1436364991,1436364991,0,"Via Michele Pericle Negrotto, 16, 20156 Milano MI, Italy"
LTE,222,1,11612,128038402,0,9.139938354,45.47721863,1000,1,1,1442049828,1442049828,0,"Via Gavirate, 21, 20148 Milano MI, Italy"
LTE,222,1,11612,128049673,0,9.101486206,45.49369812,1000,1,1,1436032179,1436032179,0,"Via Balla Via F.lli Rizzardi, 20151 Milano MI, Italy"
LTE,222,1,11612,128038401,0,9.124832153,45.4813385,1000,1,1,1442049828,1442049828,0,"Via Fetonte, 12, 20151 Milano MI, Italy"
LTE,222,1,11620,128019458,0,9.127578735,45.45661926,1000,1,1,1447455625,1447455625,0,"Via dei Ciclamini, 11, 20147 Milano MI, Italy"
LTE,222,1,11608,128083713,0,9.204483032,45.51429749,1000,1,1,1433779532,1433779532,0,"Viale Fulvio Testi, 180, 20126 Milano MI, Italy"
LTE,222,1,11620,128165377,0,9.098739624,45.46897888,1000,1,1,1433779532,1433779532,0,"Via Pompeo Marchesi, 91, 20153 Milano MI, Italy"
LTE,222,1,11621,128046856,0,9.122085571,45.46073914,1000,1,1,1449722813,1449722813,0,"Via Saint Bon Via F.ze Armate, 20147 Milano MI, Italy"
LTE,222,1,11620,128272134,0,9.127578735,45.44975281,1000,1,1,1447407934,1447407934,0,"Via dei Giacinti, 31, 20147 Milano MI, Italy"
LTE,222,1,11620,128291588,0,9.10697937,45.47309875,1000,1,1,1449856124,1449856124,0,"Via Milly, 9, 20153 Milano MI, Italy"
LTE,222,1,11620,128291585,0,9.116592407,45.46760559,1000,1,1,1450664025,1450664025,0,"Via S. Giusto, 83, 20153 Milano MI, Italy"
LTE,222,1,11620,128303878,0,9.115219116,45.45661926,1000,1,1,1450361062,1450361062,0,"Via Basilea, 6, 20152 Milano MI, Italy"
LTE,222,1,11620,128272130,0,9.13444519,45.45249939,1000,1,1,1446119337,1446119337,0,"L.go Brasilia, 20146 Milano MI, Italy"
LTE,222,1,11300,128230150,0,9.104232788,45.51429749,1000,1,1,1431260788,1431260788,0,"Via Triboniano, 20157 Milano MI, Italy"
LTE,222,1,11302,128243973,0,9.127578735,45.51017761,1000,1,1,1445399691,1445399691,0,"Via Giovanni Gentile, 3, 20157 Milano MI, Italy"
LTE,222,1,11302,128243971,0,9.123458862,45.51429749,1000,1,1,1444650265,1444650265,0,"Via Giovanni Battista Grassi, 19, 20157 Milano MI, Italy"
LTE,222,1,11302,128291073,0,9.141311646,45.49781799,1000,1,1,1444107017,1444107017,0,"Via Panfilo Nuvolone, 32, 20156 Milano MI, Italy"
LTE,222,1,11302,128036098,0,9.141311646,45.49095154,1000,1,1,1442280228,1442280228,0,"Viale Achille Papa, 30, 20159 Milano MI, Italy"
LTE,222,1,11302,128003843,0,9.130325317,45.50605774,1000,1,1,1443147850,1443147850,0,"Via Alassio, 10, 20156 Milano MI, Italy"
LTE,222,1,11301,128258052,0,9.126205444,45.51017761,1000,1,1,1443963868,1443963868,0,"Via Giorgio Stephenson, 43A, 20157 Milano MI, Italy"
LTE,222,1,11302,128220430,0,9.115219116,45.51704407,1000,1,1,1443963868,1443963868,0,"Via Cristina Belgioioso, 28, 20157 Milano MI, Italy"
LTE,222,1,11302,128200194,0,9.131698608,45.52253723,1000,1,1,1436973212,1436973212,0,"Via Val Lagarina, 69, 20157 Milano MI, Italy"
LTE,222,1,11303,128049671,0,9.128952026,45.50331116,1000,1,1,1442280228,1442280228,0,"Via Garegnano, 41a, 20156 Milano MI, Italy"
LTE,222,1,11484,128014339,0,9.172897339,45.46348572,1000,1,1,1433952248,1433952248,0,"Via Aristide de Togni, 19, 20123 Milano MI, Italy"
LTE,222,1,11604,128087297,0,9.161911011,45.42778015,1000,1,1,1433779562,1433779562,0,"Via S. Paolino, 34, 20142 Milano MI, Italy"
LTE,222,1,11612,128049923,0,9.10697937,45.47721863,1000,1,1,1437044605,1437044605,0,"Via Privata Luigi Zoja, 30, 20153 Milano MI, Italy"
LTE,222,1,11620,128055043,0,9.076766968,45.46211243,1000,1,1,1436354804,1436354804,0,"Via Seguro, 111, 20153 Milano MI, Italy"
