#{"t_start": 1583841439.0914595, "env_id": "multi-channel-DCA-v0"}
r,l,t,block_prob,timestamp
6856,15892,17988.147039,0.5578703703703703,2013-11-01 00:50:00
6554,15892,18060.863747,0.5946180555555556,2013-11-01 00:50:00
6550,15892,18129.911395,0.5510706018518519,2013-11-01 00:50:00
8858,15892,18203.11031,0.5389178240740741,2013-11-01 00:50:00
8366,15892,18271.470632,0.5649594907407407,2013-11-01 00:50:00
7784,15892,18344.869596,0.5763888888888888,2013-11-01 00:50:00
6918,15892,18413.821672,0.6147280092592593,2013-11-01 00:50:00
5780,15892,18486.110411,0.5883969907407407,2013-11-01 00:50:00
7566,15892,18560.490116,0.5710358796296297,2013-11-01 00:50:00
7838,15892,18629.209699,0.5600405092592593,2013-11-01 00:50:00
6316,15892,18703.851695,0.5596064814814815,2013-11-01 00:50:00
6720,15892,18773.504929,0.6138599537037037,2013-11-01 00:50:00
8348,15892,18846.557794,0.5995370370370371,2013-11-01 00:50:00
5766,15892,18916.402909,0.5760995370370371,2013-11-01 00:50:00
6208,15892,18989.994964,0.5836226851851852,2013-11-01 00:50:00
6878,15892,19061.063177,0.5963541666666666,2013-11-01 00:50:00
6364,15892,19136.039441,0.5941840277777778,2013-11-01 00:50:00
8008,15892,19207.200069,0.5606192129629629,2013-11-01 00:50:00
5950,15892,19279.900195,0.5551215277777778,2013-11-01 00:50:00
7808,15892,19349.844261,0.5597511574074074,2013-11-01 00:50:00
7374,15892,19421.502553,0.5419560185185185,2013-11-01 00:50:00
7998,15892,19492.642833,0.5646701388888888,2013-11-01 00:50:00
6606,15892,19566.635203,0.5966435185185185,2013-11-01 00:50:00
9836,15892,19635.613019,0.5747974537037037,2013-11-01 00:50:00
5914,15892,19709.052012,0.5983796296296297,2013-11-01 00:50:00
6242,15892,19778.753063,0.5951967592592593,2013-11-01 00:50:00
6230,15892,19853.298865,0.6102430555555556,2013-11-01 00:50:00
6742,15892,19921.671394,0.5717592592592593,2013-11-01 00:50:00
6434,15892,19995.202515,0.6307870370370371,2013-11-01 00:50:00
6758,15892,20066.386079,0.5522280092592593,2013-11-01 00:50:00
7430,15892,20141.104614,0.6122685185185185,2013-11-01 00:50:00
4538,15892,20209.891344,0.6226851851851852,2013-11-01 00:50:00
6578,15892,20284.698164,0.5944733796296297,2013-11-01 00:50:00
6896,15892,20355.27416,0.5860821759259259,2013-11-01 00:50:00
6426,15892,20428.76187,0.6271701388888888,2013-11-01 00:50:00
6482,15892,20501.748015,0.5729166666666666,2013-11-01 00:50:00
7282,15892,20570.322836,0.5842013888888888,2013-11-01 00:50:00
6208,15892,20644.203198,0.5559895833333334,2013-11-01 00:50:00
