0,0.0
100,0.07920792079207921
200,0.06965174129353234
300,0.11295681063122924
400,0.12219451371571072
500,0.14171656686626746
600,0.16638935108153077
700,0.17261055634807418
800,0.19350811485642946
0,0.0
100,0.039603960396039604
200,0.07462686567164178
300,0.10631229235880399
400,0.10972568578553615
500,0.11776447105788423
0,0.0
100,0.0594059405940594
200,0.1044776119402985
300,0.11295681063122924
400,0.13216957605985039
500,0.1317365269461078
600,0.15973377703826955
700,0.1754636233951498
800,0.17478152309612985
900,0.17647058823529413
1000,0.1838161838161838
1100,0.18891916439600362
1200,0.19400499583680267
1300,0.20061491160645656
0,0.0
100,0.07920792079207921
200,0.0845771144278607
300,0.10963455149501661
400,0.12967581047381546
500,0.13572854291417166
600,0.15307820299500832
700,0.15834522111269614
800,0.1560549313358302
900,0.16648168701442842
1000,0.16583416583416583
0,0.0
100,0.0891089108910891
200,0.07960199004975124
300,0.09302325581395349
400,0.09476309226932668
500,0.1377245508982036
600,0.1464226289517471
700,0.16119828815977175
800,0.18102372034956304
900,0.1897891231964484
1000,0.2017982017982018
1100,0.20799273387829245
1200,0.2073272273105745
1300,0.23597232897770945
1400,0.2605281941470378
1500,0.2631578947368421
1600,0.2692067457838851
1700,0.2768959435626102
1800,0.2887284841754581
1900,0.30299842188321935
2000,0.31784107946026985
2100,0.347453593526892
2200,0.3757383007723762
2300,0.40243372446762277
2400,0.42607246980424823
2500,0.42862854858056776
2600,0.4271434063821607
2700,0.43243243243243246
0,0.0
100,0.06930693069306931
200,0.08955223880597014
0,0.0
100,0.07920792079207921
200,0.07960199004975124
300,0.08970099667774087
400,0.10224438902743142
500,0.11177644710578842
600,0.12146422628951747
700,0.1312410841654779
800,0.15355805243445692
900,0.1564927857935627
1000,0.15184815184815184
1100,0.16076294277929154
1200,0.16569525395503748
1300,0.16372021521906227
1400,0.1684511063526053
1500,0.18454363757495004
1600,0.1848844472204872
1700,0.19106407995296884
1800,0.18933925596890616
1900,0.1941083640189374
2000,0.19740129935032483
2100,0.20180866254164684
2200,0.20399818264425262
2300,0.20686657974793568
2400,0.21116201582673885
2500,0.21031587365053978
2600,0.21491733948481354
2700,0.21621621621621623
2800,0.220635487325955
2900,0.22061358152361255
